label,sentence1
1,we disapprove gamez to the extent it conflicts with our decision in this case.
0,bonnell at  29.
0,but the government in jones never took a position as to plain error review (because the challenge to the firearms and toolmark examiner's testimony was preserved).
1,"to the extent that don hill holds that a derivative claimant can perfect a lien without timely supplying all of the notices required by section 53.056 of the texas property code, it is overruled."
0,the court of appeals reversed the district court's decision and remanded to the district court to engage in a quantum meruit analysis by applying a set of factors that it listed in the opinion.
1,"those cases (cavarly and clark) and such cases as estate of blake, 157 cal. 448 [ 108 p. 287], and estate of hamon, 136 cal.app. 517 [ 29 p.2d 326], are disapproved insofar as the question herein decided is concerned."
0,all other amendments require the court's permission or a stipulation of the parties.
0,defendant sent four letters to counsel between january 2011 and november 2014. he received no response from counsel and waited four years before contacting the clerk's office.
1,thus both precedent and established principles of judicial construction dictate the conclusion that hurst erred in holding the notice and hearing provisions of the zoning act of 1917 applied to zoning ordinances enacted by initiative.
1,"accordingly, we hereby recede from the statement referred to above in barr v. state, supra, and the judgment and sentence for contempt is"
0,"the petitioner has not demonstrated that the absence of an evaluation by a mental health expert had any effect on the outcome of the proceeding, and he is not entitled to relief."
1,"to the extent that our opinions in baker v. mayor and city council of baltimore, 894 f.2d 679, 682 (4th cir.), cert. denied, 498 u.s. 815 (1990), and schlitz v. commonwealth of virginia, 854 f.2d 43, 45-46 (4th cir. 1988), can be read to confer legislative immunity on municipalities from suits brought under section 1983, those decisions are overruled."
1,"to the extent that the williams and perkins court of appeal opinions held as a matter of law, either implicitly or explicitly, that prescription cannot begin to run under la.r.s. 23:1031.1.e"
1,"to the extent that these cases are inconsistent with our opinion today, they are disapproved."
1,no such authority is required to be shown in cases involving the forgery of a check and the contrary holding in fain v. commonwealth is overruled.
1,"therefore, we specifically reject our prior cases which rely on an ""ultimate objective"" or ""primary offense"" test."
0,"although the fines and fees order provides for offset of these fines, it does not state the number of days' credit defendant should receive or reflect the credit was actually awarded."
1,"thus, tompkin and amendola are overruled to the extent that they provide that ohio common law negligence claims arising prior to the 2005 amendment of the ohio products liability act are abrogated by the act."
1,"thus, to the degree that procon suggests that udot waives a contract's written notice provisions if the udot board of review resolves a claim against udot on other grounds, we disavow that interpretation."
0,"""""the supreme court has made 'clear that reckless conduct is not measured by whether a reasonably prudent [person] would have published [or spoken], or would have investigated before publishing [or speaking].'"
0,"id.  2255(f)(3). dodd v. united states clarifies that this limitation period begins when the supreme court declares a new right, not when courts first acknowledge that right to be retroactive."
0,"awards of enhanced damages under the patent act over the past 180 years establish that they are not to be meted out in a typical infringement case, but are instead designed as a """"punitive"""" or """"vindictive"""" sanction for egregious infringement behavior."
0,"heard complied, """"but she did not stop hollering."""""
1,"in the wake of hohn, we must overrule beeler and kelly iii's holding that a habeas corpus ""case"" is not pending until the habeas petition itself has been filed."
0,in that case the biological mother gave her consent to adoption and then sought to withdraw it.
1,". to the extent they conflict with this holding, we disapprove dameshghi, supra, 3 cal.app.4th 1262, and renfrew, supra, 175 cal.app.3d 1105."
1,"because the result reached in state v. murdock, 299 kan. 312, 323 p.3d 846 (2014), modified by supreme court order september 19, 2014, was dictated by williams, we also overrule murdock."
0," actually, in his appellate briefing, mr. havens argues that he is entitled to compensatory damages under both title ii and  504."
0,"see 691 n.w.2d 726, 729 (iowa 2005)."
1,"to the extent of conflict roy v. state, supra, is overruled."
1,"we now hold that zauderer in fact does reach beyond problems of deception, sufficiently to encompass the disclosure mandates at issue here."
1,any language in the bleuer case in conflict with or contrary to the opinion expressed herein is withdrawn and disapproved.
1,"and to the extent that tichenor relied on united states v. demaree, 459 f.3d 791 (7th cir.2006), to distinguish the guidelines from criminal statutes, that is the very ex post facto case that peugh abrogated."
0,"the various mitigating factors are unavailing because by virtue of his felony conviction, the respondent was automatically disbarred and ceased to be an attorney pursuant to judiciary law  90(4)(a) (see matter of ginsberg, 1 ny2d 144)."
0, and the village's argument on this point.
0,"qualified immunity protects """"all but the plainly incompetent or those who knowingly violate the law."""""
1,"in reaching this result, we will also overrule our decision in auer."
1,"wayman argued that in ogle this court expressly overruled strickland v. mobile towing wrecking co., 293 ala. 348, 303 so.2d 98 (1974), upon which, wayman argues, downtown nursing home relied, thereby effectively overruling downtown nursing home."
0,"""""the odor of raw marijuana - especially an overwhelming odor of raw marijuana - creates probable cause to believe that a large quantity of raw marijuana will be found."""""
0,"bu does not even suggest that these results were accomplished by following the specification's teachings, or that achieving these results was within an ordinary artisan's skill as of the patent's effective filing date."
0,"lyons, special justice (concurring specially in case no. 1130184)."
0,there is no expression by congress here of a waiver of sovereign immunity where the irs acts reasonably and in good faith to collect tax debts it reasonably believes do not fall within the   scope of a discharge injunction.
0,"on october 4, 2012, the defendant filed a sora registration form at the swansea police department listing his current address."
0,"it is unlikely that similar circumstances will often be replicated, but where a judge does come to have  no matter how  extrajudicial """"personal knowledge"""" of a """"disputed evidentiary fact[],"""" as we conclude was the case here, the trial judge is required to recuse herself under subsection (a) of canon 3(e)(1); model judicial code, rule 2.11(a)(1)."
1,"because our case law does not support the approach set forth in cobarruvias, we affirm division two and hold that a trial court need not expressly state the presumption against waiver, nor must it begin its analysis of voluntariness anew when evaluating the third prong of the thomson analysis."
0,the court's order concluded that plaintiff's complaint was time-barred.
1,"to the extent united states v. king, 521 f.2d 61 (10th cir. 1975), holds to the contrary, it is overruled."
1,"thus, we now overrule cooper stevedoring co., inc."
1,"in accord with robbins, we overrule turner in part and implement the following procedure to govern cases where appellate counsel represents an indigent criminal defendant and does not believe his or her client's case presents any arguable issues on appeal:"
1,we further disapprove the decision in d.f.
1,"in order to bring harmony both within and among the circuits, we now overrule the portion of lee dealing with the treatment of theft and hold that theft from a person is a violent felony under the armed career criminal act."
1,"to the extent farmers suggests that the partridge analysis applies in the coverage determination, we disapprove of that decision."
1,in that respect the opinion in the webb case is in error and is in conflict with what we have said in this opinion.
1,"accordingly, we overrule those appellate decisions which employ the abuse of discretion standard in an appeal from the trial court's denial of a motion to recuse because it did not meet the criteria of uscr 25.3."
1,"we overrule courier-journal v. mcdonald, ky., 524 s.w.2d 633 (1974) to the extent that it is in conflict with this opinion."
0,"43 but standing is not a prerequisite to subject matter jurisdiction; it is the state's burden to demonstrate lack of standing, and that argument may be forfeited if not timely raised."
0,"in the instant case, since the subject matter of the cross-examination did not concern prior crimes, acts or misconduct of the accused, a johnson hearing was not required."
1,"accordingly, we now adopt that rule and disapprove the court of appeal decision in glende motor, supra, 159 cal.app.3d 389, to the extent that it is contrary to our conclusion."
0,the commission further held that the swb could rely upon earlier reprimands in issuing future discipline.
1,"thus, we disapprove that case to the extent that it is inconsistent with this opinion."
0,"the defendant has the burden of showing that the testimony would have been both favorable and material to his defense."""""
0,easiest way to see the majority's error is to take its own example: an airline passenger who rejects a $300 voucher for taking a later flight.
1,"under the circumstances, we conclude that it is appropriate to overrule casey, 6 harvey, and subsequent decisions holding that the venue guarantee of article i, section 11, requires the state to prove venue beyond a reasonable doubt as a material allegation of every criminalcase."
1,"o the extent to which people v. kimbley (1961) 189 cal.app.2d 300 [ 11 cal.rptr. 519], and people v. berner (1938) 28 cal.app.2d 392 [ 82 p.2d 617], are inconsistent with the views expressed herein, they are disapproved."
0,2016) (quoting minn. sent. guidelines 2.d.1 (supp.
1,"a, c s, aligning itself with east river, expressly rejects pennsylvania glass, which, as we have stated, provided the basis for vaughn's damage to the product itself tort recovery."
0,"taken in light of the parties' contentious history, the evidence did not so clearly preponderate against the trial court's decision as to render it erroneous."
1,"indeed, in the same year we decided latimer we overruled a different sentencing precedent in people v. king (1993) 5 cal.4th 59 ( king)."
1,"any statements to the contrary in johnson v. county of fresno, 64 cal.app.2d 576 [ 149 p.2d 38]; klimper v. city of glendale, 99 cal.app.2d 446 [ 222 p.2d 49]; brown v. sequoia union high school dist., 89 cal.app.2d 604 [ 201 p.2d 66]; and slavin v. city of glendale, 97 cal.app.2d 407 [ 217 p.2d 984], are disapproved."
0,the timeliness of bradshaw's attempt to obtain a pdr rehearing determines when his conviction became final and when the limitations period began to run.
0,j.a. 113-15.
1,"we have assumed that the anticompetitive conduct here independently caused foreign injury; that is, the conduct's domestic effects did not help to bring about that foreign injury."
0,"rather, nalwafar from disagreeing with knight referenced it as the """"seminal decision explicating and applying primary assumption of risk in the recreational context."""""
0,"see 1 j. kalinowski, antitrust laws and trade regulation 12.02[1] (2d ed. 2017) (kalinowski); p. areeda & h. hovenkamp, fundamentals of antitrust law 15.02[b] (4th ed. 2017) (areeda & hovenkamp); capital imaging assoc., p. c. v. mohawk valley medical associates, inc., 996 f. 2d 537, 543 (ca2 1993)."
0,"he also left the scene of the crime, wrote a note to his mother under the apparent belief that he would be going to prison, and proclaimed a plan to commit suicide."
0,the accident report contains no reference to a low back injury.
1,"to the extent that syllabus point 3 of state v. caudill, 170 w.va. 74, 289 s.e.2d 748 (1982) is inconsistent, it is hereby modified."
0,"as discussed above, those tribunals have been found to operate   consistently with the constitution and their judgments bar subsequent civilian prosecution for charges resolved therein."
1,"insofar as it is inconsistent with our holding in this case, mullane v. industrial acc. com., supra, is disapproved."
1,"a rereading and rethinking of victor in relation to douglas v. california, supra, and our discussion in the instant opinion, convinces us that victor was not correct and should be overruled."
1,"in light of the caswell decision, the rule expressed in loschiavo, that a federal regulation alone may create a right enforceable through  1983, is no longer viable."
1,"we specifically recede from salley v. city of st. petersburg, 511 so.2d 975 (fla. 1987), to the extent that it suggests that appellate fees may be awarded, even if a party fails to comply with the substantive requirements of florida rule of appellate procedure 9.400(b)."
0,"as salerno observed, the bail reform act required individualized hearings in which """"the government [had to] convince a neutral decisionmaker by clear and convincing evidence that no conditions of release can reasonably assure the safety of the community or any person."""" 481 u.s. at 750."
1,we disapprove of other courts of appeals' decisions to the extent that they applied the particularized need/risk analysis to claims brought by suspects injured during an arrest.
1,"to the extent that samaniego-meraz conflicts with our holding today, it is overruled."
1,"on this point, insofar as montgomery v. state, supra, and cases cited therein, state a different rule, we overrule them, and hold that such questions are questions of fact, not law, and that it is up to the trier of fact to weigh those factors and determine whether the defendant was intoxicated and, if so, whether the intoxication was a result of alcohol consumption prior to or after the commission of an offense."
0,"see golden eagle archery, inc. v. jackson, 116 s.w.3d 757, 761 (tex. 2003)."
0,[appellant risner br. at 18-19].
1,"however, to the extent the case was not dismissed on procedural grounds, the johnson case is contrary to the supreme court's opinion in foremost insurance company v. shepard, supra."
0,"ibid. """"race is not assigned an explicit numerical value, but it is undisputed that race is a meaningful factor."""""
1,"moreover, our analysis of the decisions of the united states supreme court now requires us to recede from that portion ofgrossman which relied upon the interlocking nature of the confession to provide the requisite indicia of reliability."
1,"to the extent it is inconsistent with this conclusion, tabucchi, supra, 64 cal.app.3d 133, is disapproved."
1,we therefore recede from dania to the extent that it conflicts with heggs.
0,"initially, in opposition to petitioner's motion for class certification, respondent relied primarily on the governmental operations rule, which provides that class actions are not a superior method for resolving multiple claims against administrative agencies because stare decisis will protect the potential class members by ensuring prospective application of a favorable judgment."
1,"williams disapproved of people v. morris (1987) 192 cal.app.3d 380, 237 cal.rptr. 402 ( morris ) to the extent it is inconsistent with our conclusion that defendant's miranda arguments are without merit."
1,"however, we do not read section 58-37-13 to require a showing of a profit motive on the part of the person involved in the transportation and distribution of drugs; to the extent one porsche is contrary it is overruled."
0," see terry v. ohio, 392 u.s. 1, 30 (1968) (holding that police may stop and briefly detain a person for purposes of investigation if the officer has a reasonable suspicion supported by articulable facts that criminal activity may be afoot)."
0,"this decision typically can be made without a hearing because eligibility is often obvious on the incontrovertible written record."""""
0,see id.  154.128(a)(3).
0,it further quoted commissioner norris as saying:
0,"defendant having moved for leave to prosecute, as a poor person, the appeal taken from a judgment of the supreme court, bronx county, rendered on or about may 15, 2017, for leave to have the appeal heard upon the original record and a reproduced appellant's brief, and for related relief, now, upon reading and filing the papers with respect to the motion, and due deliberation having been had thereon, it is ordered that the motion is granted to the extent of permitting the appeal to be heard on the original record, except that a certified copy of the indictment(s) shall be substituted in place of the original indictment(s), and upon a reproduced appellant's brief, on condition that appellant serves one copy of such brief upon the district attorney of said county and files 8 copies of such brief, together with the original record, pursuant to rule 600.11 of the rules of this court."
0,we reject wilder's arguments and affirm.
0,"in howard, we rejected the appellant's sixth amendment claim because we found the chemist's reports were """"sufficiently trustworthy to satisfy the purpose of the confrontation clause."""" 473 a.2d at 839."
1,"in any event, if they are contrary to the result we have reached, we overrule them."
1,"in sum, hernandez is modified as follows: double credit should not be awarded where a defendant is sentenced to consecutive sentences under separate indictments and receives the optimal benefits of jail credit for time spent in pre-sentence custody."
1,that view has been disapproved.
1,"therefore, to the extent that cases in this jurisdiction imply that misconduct must be intentional before it constitutes reversible error, they are disapproved."
0,"11 here, the bondsman tracked durfey to montana."
1,"to the extent they are inconsistent with this conclusion, we disapprove jue v. patton, supra, 33 cal.app.4th 456, and ryder v. peterson, supra, 51 cal.app.4th 1056."
1,"in accord then with the numerous considerations discussed throughout this opinion, and on the basis of the legislature's amendment of alabama's homicide statute to include protection for an unborn child in utero at any stage of development, regardless of viability,  13a61(a)(3), we overrule lollar and gentry, and we hold that the wrongful death act permits an action for the death of a previable fetus."
0,"an alj may discount the opinion of an """"other source,"""" such as a qualified mental health practitioner like daneke, if he provides a reason """"germane to [the] witness for doing so."""" popa v. berryhill, 872 f.3d 901, 906 (9th cir. 2017)  (internal quotation marks omitted); see 20 c.f.r.  416.913 (2013)."
0,"thus, florida has always required jury verdicts to be unanimous on the elements of criminal offenses."
0,"he also admitted that, before he confessed, he requested that the police charge him with manslaughter in exchange for his statement."
1,"to the extent that busot v. busot, 354 so.2d 1255 (fla.2d dca 1978); clemons v. morris, 350 so.2d 519 (fla. 4th dca 1977); hall v. air force finance center, department of the air force of the united states, 344 so.2d 1340 (fla. 1st dca 1977); and decastro v. decastro, 334 so.2d 834 (fla.3d dca 1976), are inconsistent with this decision, they are disapproved."
1,"having reviewed the issue en banc, we overrule mckenzie and reverse the award of a contingency enhancement to ms. king."
0,we have held that a district court's failure to give a heat-of-passion manslaughter charge to the jury does not prejudice a defendant when the jury is presented with second-degree intentional murder and first-degree premeditated murder and finds the defendant   guilty of first-degree premeditated murder.
0,"we stated, """"employers owe certain nondelegable and continuous duties to employees acting in the course and scope of their duties, including the duties to warn about the hazards of employment, to supervise activities, to furnish a reasonably safe workplace, and to furnish reasonably safe instrumentalities with which to work."""""
0,"limiting the assertion to the facts of this case, the respondent actually did propose that i rely on the unaffected market price."
1,"because bluebonnet express, inc. v. employers ins. of wausau, 655 s.w.2d 327 (tex.app.  houston [14th dist.] 1983, no writ) held to the contrary, it is disapproved."
0,"the rationale behind the principle that a """"defendant may not receive a harsher sentence solely, or even partially, because he refuses to plead guilty and proceeds to require the prosecution to prove his guilt"""" """"is that the coercion or inducement casts a chill over the exercise of guaranteed fundamental constitutional rights."""""
1,"although the result would not have been different in that case under the standard articulated here, we disapprove of the standard as presented in robinson."
1,"the third district certified conflict with the decisions in hoenstine v. state farm fire casualty co., 736 so.2d 761 (fla. 5th dca 1999), and florida farm bureau casualty insurance co. v. sheaffer."
0,trial court's findings were not against manifest weight of evidence.
0,the court of appeals adopted a somewhat more moderate construction of the regulation.
0,"any brief that appellant files must comply with the applicable provisions of the texas rules of appellate procedure, including rule 38.1, which sets out the requirements for an appellant's brief."
0,"years later, the defendant perjured himself in front of a grand jury when he was called to testify as part of a renewed investigation into the alleged counterfeiting."
0,"as an intermediate appellate court, we are required to follow the holdings of the ohio supreme court, which is the ultimate authority on matters of state law."
1,"we are thus persuaded that it is time, indeed past time, to overrule hicks and the cases relying upon it and to recognize iaac claims premised upon appellate counsel's alleged failure to raise a particular issue on direct appeal."
1,"the decision in jopes v. salt lake county, 9 utah 2d, 297, 343 p.2d 728 (1959), is hereby overruled."
1,"we hold that indiana code section 32-24-1-13(a) exempts the transportation department from any such requirement, thereby over-ruling decker v. state."
0,"moreover, the herbsts seek only to affirm the judgment of the court of appeals remanding the case to the trial court."
1,"accordingly, we answer the certified question in the affirmative, disapprove deruyter, and approve the decision of the court below."
0,"the error was quickly discovered, however, and the defendants' answer was thereafter filed, albeit eight days late."
0,"the victim went into the bedroom and when she hesitated, the defendant pushed her down on the bed."
1,"to the extent that they are inconsistent with this opinion, haines, 428 so.2d 590 (miss."
1,"however, our discussion above of the supreme court cases indicates that the jurisdictional label has often been used loosely, and sometimes interchanged in the same opinion with statute of limitations terminology."
1,"to the extent that stewart indicates that a defendant may be convicted of and sentenced for both of those offenses involving the death of the same victim, that case is disapproved."
1,"to the extent that this dictum is inconsistent with our holding here, we expressly overrule it."
0,mcl 450.1209(1)(c)(ii).
0,"appellate review that is not founded upon any factual findings made at the trial court level, but is based upon an independent review and analysis of the contract within the four corners of the document, is not subject to the manifest error rule of law."
0,"(fsor at p. 20; see also id. at p. 8 [noting standards board's belief that """"requiring all employers with employees working outdoors to determine the wbgt [wet bulb globe temperature] on a continuous, or even intermittent, basis would not substantially contribute to control of employee risk of heat illness while at the same time consuming resources that could have a greater effect implementing control measures, such as providing readily available drinking water along with shade and other means of cooling""""].)"
0,"on this record we are unable to conclude with any degree of certainty that finneman received a fair trial on the charge of possession with intent to deliver, and we exercise our discretion and notice the obvious error on the charge of possession of 500 grams of marijuana with intent to deliver."
1,"to the extent that cox v. state, 1986 ok cr 154,  3-7, 726 p.2d 909, 910-11, in fact, applies the  742 corroboration requirement to the conspiracy conviction at issue in that case (in addition to the presenting a false insurance claim conviction), it is hereby overruled."
1,"today, in line with the united states supreme court precedent in macdonald and our court of appeals' admonitions, we hereby overrule our decisions in callaway and in boseman."
0,there is a rational connection between its impoundments of prison legal news based on the magazine's ad content and prison security and public safety interests.
1,"this case is similar to norred, in which we overruled prior precedent to hold that ocga  9372, which tolls the limitations period for medical malpractice case where a foreign object has been left in a patient's body, is not limited to cases in which the object is left unintentionally."
0,"3 (2011); accord  sanchez, 770 n.w.2d at 526."
1,"the contrary holding in prendiville v. contemporary homes, inc., 32 kan.app.2d 435, 83 p.3d 1257, rev. denied 278 kan. 847 (2004), is overruled."
0,"given  the trial judge's vast discretion in awarding damages, we cannot find that the trial court's award is unsupported by the record or clearly wrong."
0,"further, bradshaw repeatedly followed up on the motion he said he mailed and then filed a second motion after he found out the first one was not filed."
0,"[24] the michels argue the district court should have held an evidentiary hearing and rely on britton, 2013 mt 30,  27, 300 p.3d 667, in which the montana supreme court held due process requires an evidentiary hearing in partition actions under certain circumstances."
1,"accordingly, we approve the decision under review and disapprove thomas and johnson to the extent of conflict with this opinion."
1,"while we reject the rigid zone of danger approach set forth in shelton, that rejection serves only to dissolve rigid, often nonsensical, physical injury and contemporaneous fear requirements."
1,the court's decision to abandon durham-mcdonald in favor of ali- mcdonald does nothing to obsolete these questions or the court's responses to them.
1,"we hold, therefore, that  537.080 does provide a cause of action for the wrongful death of a viable fetus."
0,"state v. stephen j. r., 309 conn. 586, 605-606, 72 a.3d 379 (2013); see also state v. ciullo, 314 conn. 28, 56, 100 a.3d 779 (2014); state v. campbell, 141 conn. app. 55, 63, 60 a.3d 967, cert. denied, 308 conn. 933, 64 a.3d 331 (2013)."
1,"as a result, the davis court overruled the holding in sablatura and dismissed the appeal."
0,both of those exhibits were admitted without objection.
1,"to the extent that our statement in griffin suggests that the jury could not have found parker guilty of both intentional and reckless assault because the two crimes require proof that a defendant simultaneously acted intentionally and recklessly with respect to the same result, we disavow any such suggestion because, as we have explained, the state's evidence may establish that the defendant acted intentionally and recklessly with regard to a different result."
1,"in so doing, we have decided this case as a full court to recede from lopez v. state, 805 so.2d 41 (fla. 4th dca 2001), which held that it is fundamental error to instruct a jury in burglary cases where the ""remaining in"" language of the standard instruction is erroneously included."
0,"plaintiff's motion should have been denied, since the new evidence that plaintiff submitted in support of renewal, a loan document purporting to reduce the interest rate to the legal rate in the event of a finding of usury, would not change the prior determination that the loan was criminally usurious (see bakhash v winston, 134 ad3d 468 [1st dept 2015]; cplr 2221[e][2])."
1,"the holding of travelers express co., inc. v. rener, 493 s.w.2d 549 (tex.civ.app. 1973, no writ) is disapproved."
1,"to the extent that aggers v. bridges, supra, and state v. parks, supra, are inconsistent with this holding, they are hereby overruled."
1,"in so agreeing, we overrule our holding in the matter of t r w , 533 s.w.2d 139, 142 (tex.civ.app. dallas 1976, no writ) insofar as we left to the discretion of the trial court whether to hear additional evidence or to render a different disposition, rather than render a proper order."
1,"on that issue too, the court of appeals noted a division among the circuits."
1,"accordingly, buian is hereby overruled."
0,the district court found that visitation with rohmiller and clayton was in b.h.'s best interests because b.h. would likely suffer emotional harm if ties to the maternal family were severed.
1,"because we agree with the defendant's alternative claim that smith must be overruled to the extent that it applies to cases in which the state has conducted a first time in-court identification, we need not address this claim."
0,"given its reasoning, i do not believe that the d.c. circuit would have reviewed the district court's order on interlocutory appeal."
0,"it is hereby ordered that the motion is granted to the extent that enforcement of the order entered february 6, 2018 is stayed until july 16, 2018, or until 10 days after supreme court affixes the amount of the undertaking for an automatic stay pursuant to cplr 5519 (a) (4), whichever occurs first (see wilkinson v sukiennik,120 ad2d 989 [4th dept 1986])."
0,id. at 248-49.
0,"in 1995, the county adopted an ordinance banning billboards in the area where lamar's billboard was located."
0,"gipson-jelks v. gipson, 468 s.w.3d 600, 604 (tex. app.houston [14th dist.] 2015, no pet.)."
1,"to the extent that it suggests the defense of alibi invariably and necessarily creates a material issue as to ""identity"" so as to dispense with further analysis as to the admissibility of extraneous offense evidence, cameron, supra, is overruled."
1,"however, in smith v. state, 918 so.2d 141 (ala.crim.app. 2005), an opinion released today, we expressly overrule our previous holdings in kelley v. state, 911 so.2d 1125 (ala.crim.app. 2004); coleman v. state, 911 so.2d 1099 (ala.crim.app. 2004); and thornton v. state, 859 so.2d 458 (ala.crim.app. 2003), that a circuit court lacks jurisdiction to rule on a rule 32 petition that has not been properly verified, and we hold that the lack of verification of a rule 32 petition is not a defect of subject-matter jurisdiction; rather, it is a defect that is waived if not properly objected to the state did not object in this case to the lack of proper verification of presley's petition; therefore, that issue is deemed to be waived."
0,"the 2011 amendment, however, applies only to an acknowledgment that became effective on or after the effective date of the act, september 1, 2011. act of may 27, 2011, 82nd leg., r.s., ch. 1221, sec. 11, 2011 tex. gen. laws 2356, 2359."
1,"the writ remains ancillary in nature, as often stated in previous application of the constitutional writs provision, but our decision here represents a departure from, and effectively overrules, such pronouncements as in state ex rel. watson v. lee that the ""all writs"" provision may not be invoked ""until jurisdiction is acquired"" over the cause by means of independent appellate proceedings."
0,"in the sixth circuit, """"[i]f a defendant fails to rebut a race-neutral explanation at the time it was made, the district court's ruling on the objection is reviewed for plain error, and the movant in this setting is in no position to register a procedural complaint that the district court failed to give a specific reason on the record for accepting the government's race-neutral explanation."
0,"moreover, the legislature asserts that good enough or close enoughas only the legislature has the power to define those termssuffice when asking the people to consent to the adoption of a constitutional amendment."
1,to the extent that johnson implies that the rule controls over section 510.150
0,"because rigazio's tax returns were not relevant to whether defendant committed theft, defendant cannot show that he was prejudiced by her counsel's failure to subpoena them."
1,"because county boards of education are local agencies of the state, they are clothed in constitutional immunity from suit, and we overrule sims and kimmons, 204 ala. at 387, 85 so. at 777 (""the county board of education is given the right to sue, and the implied right to be sued. . . .""), to the extent that they and their progeny impose an implied ""right to be sued"" on county boards of education."
1,"in its holding, the third district adopted the reasoning of the fifth district's opinion in spilman, while certifying conflict with the fourth district's opinion in hamilton."
1,we also recede from scott v. state and sweeting v. state insofar as they hold that the limits of a court's inherent power over the subject matter are defined by the extent to which its actions are lawful.
0,the ij's conclusion that baba's testimony was too vague  to meet his burden of proof raises concern.
0,"see bagnara, 189 so. 3d at 172 (counsel's failure to properly move for joa when state did not prove value element of grand theft constituted ineffective assistance of counsel on the face of the record); gordon v. state, 126 so. 3d 292, 295-96 (fla. 3d dca 2011) (counsel's failure to properly move for joa when state did not prove all of the elements of charged crime constituted ineffective assistance of counsel on the face of the record)."
1,"to the extent that these decisions advance this reasoning, they are disapproved."
1,we agree with emery and disapprove people v. osorio
1,"should the conclusion we have reached appear to be in conflict with what has heretofore been said by this court in state ex rel. landis v. city of hollywood, 130 fla. 364, 178 so. 412, the holding in such previous case is hereby overruled and receded from to the extent of such conflict."
1,"since mcburney was erroneously decided, that interpretation of the statute was also incorrect."
0,(quotations and citations omitted).
1,"further, we no longer adhere to the view of ianniello and its progeny that relationship and continuity are necessary characteristics of a rico enterprise."
0,"had juror c.b. revealed her prior experiences and disposition toward those experiences, any competent counsel would have struck her from the jury with a peremptory challenge."
0,"2017) (citations, internal quotation marks, and brackets omitted), cert. denied, 138 s. ct. 983 (2018)."
0,"the apa provides that judicial review is available for """"final agency action[s] for which there is no other adequate remedy in a court."""""
0,"attorney for appellant  rory gallaghermarion county public defenderindianapolis, indiana  attorneys for appellee  curtis t. hill, jr.attorney general of indiana  ian mcleandeputy attorney generalindianapolis, indiana    appeal from the marion superior court  the honorable david hooper, magistrate  trial court cause no. 49g12-1610-cm-39839  bailey, judge."
0,"we respectfully disagree with our colleague's finding on this point, though our decision is based on the trial record rather than the summary judgment record."
1,"accordingly, we overrule turner to the extent it holds that intent to kill is an element of the multiple-murder special circumstance, and adopt the following reading of the relevant statutory provisions: intent to kill is not an element of the multiple-murder special circumstance; but when the defendant is an aider and abetter rather than the actual killer, intent must be proved."
1,"nonetheless, we must recede from williams v. state, 427 so.2d 768 (fla. 2d dca 1983), and matthews v. state, 584 so.2d 1105 (fla. 2d dca 1991), to the extent that these opinions engraft a ""fair trial"" standard upon the faretta test, and we disapprove steps four through six of the faretta inquiry in jones v. state, 658 so.2d 122 (fla. 2d dca 1995) (altenbernd, j., specially concurring), which relied upon williams and matthews."
1,"to the extent that walsh v. local board 10, 305 f.supp. 1274 (s.d. n.y. 1969), construed ""academic year"" to mean the 12 month period following the beginning of the registrant's course of study, we disapprove that construction."
0,"rather, discrimination results from denying an available and reasonable accommodation."
1,"to the extent that the court of appeals held in hart v. state, 319 ga.app. 749, 738 s.e.2d 331 (2013), that a paraprofessional is a ""teacher"" for purposes of ocga  16-6-5.1"
1,"it seems clear that in this respect the act was meant to and did overrule such cases as ree v. state, 565 so.2d 1329 (fla. 1990) and pierre v. state."
1,"to the extent that it is inconsistent with this opinion, state v. werner, 810 s.w.2d 621, 626 (mo.app. 1991) is overruled."
1,"consistent with this reasoning a number of jurisdictions have abandoned the acceptance rule in favor of what has been described as the so-called ""modern rule"" or ""foreseeability doctrine."""
1,the court of appeals therefore erred when it employed a treating physician rule lacking department of labor endorsement in holding that nord was entitled to summary judgment.
1,we therefore overrule brady to the extent that it is inconsistent with this opinion.
1,"therefore, our holding in chaney is overruled."
1,"to the extent they are inconsistent with views expressed in this opinion hamm v. city of santa ana, supra, 273 cal.app.2d 84 and people v. marsh, supra, 30 cal.app. 424 are disapproved."
1,we disapprove of statements in two opinions of this court that the limitations for sexual assault of a child is five years.
1,"to the extent that these decisions may support the proposition for which they are here cited, i.e., that a final rejection of claims in a parent application for lack of supporting disclosure therein is res judicata upon the question of whether different claims, rejected on a different basis in a continuation application, are entitled under the conditions specified in 35 u.s.c.  120 to the benefit of the earlier filing date of the parent application, they are expressly overruled."
1,"applying that standard, i am convinced that fenton erred."
0,"as such, he was entitled to immunity as previously discussed."
0,"the record reflects that defendant asserted his innocence at the outset, ultimately rejecting an offer from the prosecution for him to plead guilty to second-degree murder and possession of a firearm during the commission of a felony (felony-firearm), mcl 750.227b(1)."
1,insofar as davis conflicts with this opinion it is overruled.
1,"by agreeing with labonte, we implicitly overruled that portion of r.w. roberts that cited approvingly the new york case of arcata graphics corp. v. silin, 59 a.d.2d 1007 (1977), which held an arbitration provision void for lack of mutuality of obligation."
